gene,TUNG2_81s_1,TUNG2_95s_3,TUNG3_81s_2,TUNG3_95s_4,TUNG4_81s_3,TUNG4_95s_4,TUNG6_81s_4,TUNG6_95s_5,TUNG7_81s_5,TUNG7_95s_5
ZNF165|7718,137.3434,217.1053,82.8842,64.5739,54.602,32.7131,44,36.4683,71.3588,50.8176
ZNF167|55888,62.635,54.8246,0,6.2657,23.0388,17.0455,24,11.5163,41.7081,20.9644
ZNF169|169841,19.4384,15.3509,21.2766,23.8095,40.3179,36.9318,8,30.7102,18.9582,35.6394
ZNF16|7564,533.4773,526.3158,385.3428,340.8521,293.745,319.6023,196,228.4069,288.1653,333.3333
ZNF174|7727,233.2613,278.5088,250.591,254.386,224.6285,275.5682,348,376.1996,261.6238,278.826
ZNF175|7728,211.6631,280.7018,54.3735,51.3784,138.2329,93.75,116,138.1958,90.9996,35.6394
ZNF177|7730,32.3974,39.4737,21.2766,31.3283,2.8799,12.7841,16,7.6775,18.9582,12.5786
ZNF17|7565,358.5313,473.6842,111.1111,95.2381,63.3568,62.5,60,47.9846,121.3328,96.4361
ZNF180|7733,252.6998,309.2105,63.8298,45.1128,74.8762,56.8182,92,49.904,144.0827,64.9895
ZNF181|339318,211.6631,241.2281,85.1064,81.2531,46.0776,37.6136,25.08,51.8234,77.7288,54.5073
ZNF182|7569,38.8769,43.8596,2.3641,6.2657,89.2754,59.6591,44,42.2265,22.7499,37.7358
ZNF184|7738,336.933,348.6842,104.0189,106.5163,46.0776,61.0795,148,119.0019,170.6242,140.4612
ZNF185|7739,4012.959,4826.7544,10047.2813,9730.5764,8950.5817,9288.3523,1872,1856.0461,4614.4367,4371.0692
ZNF187|7741,246.2203,344.2982,212.766,245.614,120.9538,122.1591,180,149.7121,132.7077,180.2935
ZNF189|7743,326.1339,478.0702,127.6596,115.2882,83.5157,93.75,148,115.1631,200.9574,188.6792
ZNF18|7566,388.7689,370.614,113.4752,110.2757,267.8263,274.1477,260,247.6008,121.3328,148.847
ZNF192|7745,112.311,122.807,23.6407,32.5815,195.83,109.375,208,218.81,60.6664,35.6394
ZNF193|7746,112.311,162.2807,23.6407,18.797,43.1978,32.6705,72,63.3397,41.7081,39.8323
ZNF195|7748,140.3888,157.8947,416.0757,364.6617,236.1479,200.2841,176,117.0825,276.7904,192.8721
ZNF197|10168,274.2981,342.1053,205.6738,258.1454,115.1941,86.6477,128,105.5662,132.7077,98.5325
ZNF19|7567,101.5119,78.9474,54.3735,55.1378,28.7985,44.6449,40,40.3071,79.6246,52.4109
ZNF200|7752,177.1058,236.8421,200.9456,134.0852,103.6747,100.8523,92,65.2591,329.8735,327.044
ZNF202|7753,155.5076,182.0175,167.8487,136.5915,270.7061,291.1932,192,180.4223,189.5824,127.8826
ZNF204P|7754,51.8359,48.2456,4.7281,2.5063,17.2791,11.3636,24,19.1939,37.9165,16.7715
ZNF205|7755,224.622,322.2588,217.4941,301.9925,711.0932,913.0114,495.6,604.0883,382.9565,549.1195
ZNF207|7756,5207.3434,5721.4912,8016.5485,7679.198,3012.3258,2911.9318,4792,4623.8004,5732.9731,5423.4801
ZNF208|7757,4.3197,4.386,0,3.7594,11.5194,7.1023,4,0,3.7916,2.0964
ZNF20|7568,164.1469,186.8421,234.0426,213.4461,86.3956,90.9091,144,117.0825,166.8326,132.0755
ZNF211|10520,241.9006,370.614,40.6856,35.0877,244.7875,235.7955,40,76.7754,109.9578,96.4361
ZNF212|7988,179.2657,168.8596,179.669,155.3885,403.1794,473.0114,360,370.4415,356.415,320.7547
ZNF213|7760,589.6328,710.5263,380.6147,482.4561,1955.4199,2281.25,3060,2988.4837,500.4977,563.9413
ZNF214|7761,15.1188,30.7018,0,1.2531,2.8799,0,12,0,7.5833,8.3857
ZNF215|7762,4.3197,21.9298,9.4563,3.7594,5.7597,4.2614,48,34.5489,30.3332,44.0252
ZNF217|7764,401.7279,394.7368,243.4988,275.6892,616.2884,616.4773,112,119.0019,386.7482,224.3187
ZNF219|51222,1062.635,1618.4211,1073.2861,1709.2732,2724.3405,3518.4659,2340,3500.9597,682.4968,1085.9539
ZNF221|7638,10.7991,15.3509,0,1.2531,0,4.2614,8,3.8388,7.5833,4.1929
ZNF222|7673,94.6652,133.7719,23.4515,32.5815,6.9404,14.2045,31,19.1939,45.4998,27.2537
ZNF223|7766,154.4492,173.5526,23.3097,35.0877,44.1193,34.0909,27.68,24.2994,26.5415,33.543
ZNF224|7767,109.3089,115.8114,29.0071,57.7193,158.9679,128.608,63.08,31.6891,68.2497,27.2537
ZNF225|7768,82.0734,67.9825,14.1844,16.2907,37.4381,25.5682,28,21.1132,22.7499,12.5786
ZNF226|7769,421.1663,418.8596,160.7565,161.6541,92.1553,89.4886,68,47.9846,128.9161,94.3396
ZNF227|7770,207.3434,260.9649,61.4657,40.1003,109.4344,66.6193,127.72,112.6488,68.2497,58.7002
ZNF229|7772,0,4.386,2.3641,1.2531,0,7.1023,0,0,11.3749,6.2893
ZNF22|7570,381.9222,453.0482,342.7896,335.8396,103.6747,127.8409,160,188.0998,417.0814,425.5765
ZNF230|7773,142.5486,166.6667,35.461,32.5815,17.2791,31.25,40,36.4683,41.7081,33.543
ZNF232|7775,291.5767,339.9123,113.4752,104.01,60.4769,78.125,84,72.9367,280.582,176.1006
ZNF233|353355,12.959,8.7719,2.3641,1.2531,5.7597,4.2614,8,1.9194,3.7916,2.0964
ZNF234|10780,60.4752,89.9123,42.5532,35.0877,83.5157,71.0227,100,51.8234,15.1666,16.7715
ZNF235|9310,53.9957,65.7895,54.3735,42.6065,34.5582,44.1761,64.28,48.5797,22.7499,29.3501
ZNF236|7776,56.1555,72.3684,78.0142,116.5414,247.6673,204.5455,180,170.8253,49.2914,37.7358
ZNF238|10472,198.7041,271.9298,108.747,132.8321,192.9501,235.7955,196,191.9386,90.9996,54.5073
ZNF239|8187,4.3197,13.1579,4.7281,7.5188,25.9187,14.2045,12,11.5163,34.1248,39.8323
ZNF23|7571,278.6177,296.0526,146.5721,126.5664,143.9926,121.5483,92,120.9213,136.4994,100.6289
ZNF248|57209,71.2743,96.4912,73.2861,60.1504,129.5934,120.7386,72,65.2591,37.9165,39.8323
ZNF24|7572,1244.0605,1379.386,621.7494,585.213,342.7025,276.9886,224,182.3417,580.1223,553.4591
ZNF250|58500,308.8553,357.3684,369.8818,349.7243,279.0865,279.1051,184,180.4031,219.9156,268.3438
ZNF251|90987,328.2937,370.614,89.8345,87.7193,264.9464,244.3182,288,261.0365,106.1662,85.9539
ZNF252|286101,438.4449,464.9123,612.2931,541.0401,290.8651,220.1705,232,228.4069,371.5816,314.4654
ZNF253|56242,114.4708,140.3509,26.0047,17.5439,25.9187,17.0455,4,11.5163,56.8747,58.7002
ZNF254|9534,159.8272,184.2105,76.4539,53.3835,69.7212,63.9205,16,10.8061,72.0413,66.8344
ZNF256|10172,224.622,265.3509,2.3641,7.5188,20.159,22.7273,4,15.3551,30.3332,56.6038
ZNF257|113835,0,4.386,0,1.2531,0,1.4205,0,0,7.5833,0
ZNF259|8882,969.7624,1214.9123,2087.4704,2144.1103,840.9169,828.125,568,598.8484,1895.8244,2014.6751
ZNF25|219749,105.8315,153.5088,146.5721,130.3258,31.6784,49.7159,84,82.5336,87.2079,48.218
ZNF260|339324,429.8056,464.9123,193.8534,156.6416,92.1553,79.5455,220,218.81,212.3323,140.4612
ZNF263|10127,259.3521,326.7763,397.1631,366.604,624.496,525.5824,572,533.9347,411.5835,389.9371
ZNF264|9422,911.4471,923.2456,250.591,238.0952,336.9427,380.6818,444,439.5393,166.8326,161.4256
ZNF266|10781,526.9978,625,633.5697,596.4912,691.1646,623.5795,640,618.0422,508.081,385.7442
ZNF267|10308,151.1879,197.3684,219.8582,175.4386,149.7523,151.9886,208,188.0998,310.9152,297.6939
ZNF268|10795,393.0886,458.3333,0,15.0376,118.074,117.8977,60,55.6622,170.6242,119.4969
ZNF26|7574,315.3348,322.3684,59.1017,50.1253,129.5934,99.4318,76,97.8887,155.4576,104.8218
ZNF271|10778,613.3909,618.4211,397.1631,369.6742,138.2329,80.9659,92,92.1305,390.5398,350.1048
ZNF273|10793,103.6717,157.8947,96.9267,111.5288,106.5545,102.2727,296,259.1171,56.8747,44.0252
ZNF274|10782,812.095,967.1053,231.6785,254.386,391.6599,384.9432,296,358.9251,394.3315,316.5618
ZNF275|10838,336.933,313.5965,106.383,78.9474,322.5435,319.6023,316,435.7006,109.9578,121.5933
ZNF276|92822,196.5443,213.7281,309.078,357.3434,1552.0677,1709.2898,650.96,713.8196,180.9754,231.6771
ZNF277|11179,475.162,550.4386,432.6241,401.0025,69.1165,96.5909,104,107.4856,417.0814,327.044
ZNF280A|129025,4.3197,4.386,0,0,0,0,0,0,0,0
ZNF280B|140883,2.1598,2.193,0,0,8.6396,2.8409,0,0,0,2.0964
ZNF280C|55609,36.7171,39.4737,59.1017,48.8722,69.1165,36.9318,80,49.904,15.1666,14.6751
ZNF280D|54816,310.3456,305.5263,471.3475,488.1078,244.7875,274.233,349.44,409.8464,261.0929,240.8386
ZNF281|23528,82.0734,111.8421,89.8345,61.4035,143.9926,110.7955,80,120.9213,102.3745,113.2075
ZNF282|8427,591.7927,682.0175,444.4444,492.4812,1871.9042,2180.3977,2436,2815.739,572.539,821.8029
ZNF283|284349,110.1512,74.5614,44.9173,47.619,14.3993,9.9432,32,13.4357,37.9165,16.7715
ZNF284|342909,20.8855,56.7105,5.2719,6.2657,18.0567,7.1023,25.32,14.0883,3.7916,8.3857
ZNF285|26974,21.5983,30.7018,2.3641,3.7594,5.7597,0,0,0,15.1666,0
ZNF286A|57335,164.1253,194.0351,70.331,88.3709,193.1517,159.9006,166.88,151.6507,67.7568,76.8973
ZNF286B|729288,38.8985,47.193,2.9551,14.386,34.3566,23.3381,13.12,30.691,15.6595,13.2495
ZNF287|57336,222.4622,280.7018,4.7281,2.5063,17.2791,11.3636,96,71.0173,125.1244,119.4969
ZNF28|7576,320.9287,454.8684,253.7825,254.3609,204.4695,169.0341,61.24,46.0653,217.2615,136.2683
ZNF292|23036,233.2613,339.9123,219.8582,179.198,351.342,321.0227,580,481.7658,109.9578,98.5325
ZNF295|49854,460.0432,478.0702,238.7707,228.0702,319.6636,303.9773,452,506.7179,178.2075,127.8826
ZNF296|162979,257.0194,293.8596,193.8534,299.4987,630.6877,711.6477,456,704.4146,159.2493,352.2013
ZNF2|7549,112.311,135.9649,35.461,47.619,54.7172,76.7045,60,49.904,75.833,73.3753
ZNF300|91975,47.5162,37.2807,4.7281,7.5188,25.9187,14.2045,36,36.4683,22.7499,14.6751
ZNF302|55900,235.4212,302.6316,94.5626,106.7168,112.3142,111.5341,66.92,80.6142,77.7288,96.4361
ZNF304|57343,462.203,611.8421,229.3144,208.0201,259.1867,264.2045,264,236.0845,231.2906,188.6792
ZNF30|90075,53.9957,59.2105,21.2766,17.5439,25.9187,18.4659,20,19.1939,18.9582,27.2537
ZNF311|282890,79.9136,85.5263,18.9125,23.8095,28.7985,19.8864,52,34.5489,18.9582,6.2893
ZNF317|57693,812.095,975.8772,446.8085,380.9524,1431.2867,1311.0795,1184,1078.6948,451.2062,450.7338
ZNF318|24149,254.8596,252.193,179.669,155.3885,555.8115,552.5568,1220,1178.5029,189.5824,205.4507
ZNF319|57567,354.2117,467.1053,515.3664,607.7694,884.1147,995.7386,1000,1207.2937,227.4989,253.6688
ZNF320|162967,157.6674,177.6316,4.7281,15.0627,57.5971,72.4432,16,9.5969,75.833,56.6038
ZNF321|399669,51.8359,65.7895,35.461,26.3158,17.2791,8.5227,4,11.5163,15.1666,12.5786
ZNF322A|79692,365.0108,445.1754,425.5319,295.7393,141.1128,120.7386,180,149.7121,250.2488,255.7652
ZNF322B|387328,103.6717,131.5789,184.3972,130.3258,95.0351,48.2955,80,71.0173,128.9161,123.6897
ZNF323|64288,557.2354,635.9649,702.1277,624.0602,129.5934,102.2727,268,316.6987,197.1657,171.9078
ZNF324B|388569,90.8423,62.6096,92.435,126.5288,198.393,174.233,213.24,228.8292,233.3381,220.021
ZNF324|25799,239.6112,264.1447,236.1702,294.5238,463.973,541.6761,286.76,425.6814,164.7851,140.566
ZNF326|284695,140.3888,219.2982,23.6407,28.8221,146.8725,147.7273,148,149.7121,56.8747,75.4717
ZNF329|79673,140.3888,171.0526,9.4563,8.7719,89.2754,55.3977,56,36.4683,79.6246,58.7002
ZNF32|7580,537.797,589.9123,5855.792,5387.218,187.1904,193.1818,668,566.2188,1217.1193,1052.4109
ZNF330|27309,1058.3153,1192.9825,215.13,167.9198,118.074,120.7386,200,218.81,348.8317,354.2977
ZNF331|55422,548.5961,574.5614,40.1891,33.8346,112.3142,100.8523,72,59.501,181.9991,163.522
ZNF333|84449,45.3564,54.8246,104.0189,92.7318,106.5545,133.5227,156,126.6795,60.6664,56.6038
ZNF334|55713,71.2743,103.0702,0,0,66.2366,62.5,0,1.9194,0,4.1929
ZNF335|63925,352.0518,440.7895,411.3475,494.9875,2263.5641,2475.8523,2152,2541.2668,246.4572,389.9371
ZNF337|26152,153.4341,188.7061,36.6194,78.0326,297.9495,255.3551,248,182.38,145.8647,114.9057
ZNF33A|7581,336.2419,357.8728,363.4279,277.807,358.5704,304.6591,272,307.1017,206.2657,146.9182
ZNF33B|7582,307.3866,328.5307,463.9953,438.985,344.1136,323.1818,132,126.6795,286.6487,255.5975
ZNF341|84905,47.5162,72.3684,70.922,90.2256,325.4233,383.5227,272,333.9731,60.6664,98.5325
ZNF343|79175,142.5486,164.4737,82.7423,122.807,215.9889,213.0682,356,255.2783,113.7495,115.304
ZNF345|25850,53.9957,39.4737,14.1844,10.0251,17.2791,14.2045,24,11.5163,7.5833,23.0608
ZNF346|23567,218.1425,271.9298,482.2695,473.6842,342.7025,372.1591,132,143.9539,310.9152,335.4298
ZNF347|84671,88.5529,133.7719,4.7281,5.0125,5.7597,8.5227,0,1.9194,18.9582,20.9644
ZNF34|80778,196.5443,210.5263,63.8298,80.2005,152.6322,129.2614,88,122.8407,163.0409,109.0147
ZNF350|59348,254.8596,328.9474,70.922,71.4286,25.9187,24.1477,0,7.6775,102.3745,83.8574
ZNF354A|6940,170.7991,205.5921,751.6076,698.4336,157.4703,129.8864,64,66.238,187.8383,146.3103
ZNF354B|117608,58.1425,53.1798,52.1749,63.4712,61.3985,70.3977,24,18.215,47.2439,31.8868
ZNF354C|30832,10.7991,15.3509,0,0,8.6396,1.4205,0,0,3.7916,8.3857
ZNF358|140467,1904.9676,2769.7368,397.1631,561.4035,1177.8597,1571.0227,3600,4884.8369,1069.245,1779.8742
ZNF35|7584,388.7689,445.1754,1881.7967,1764.411,204.4695,213.0682,244,222.6488,557.3724,465.4088
ZNF362|149076,498.9201,644.7368,141.844,145.3634,938.8319,1049.7159,772,1000,178.2075,230.608
ZNF365|22891,47.5162,92.1053,163.1206,189.2231,100.7948,98.0114,88,107.4856,75.833,69.1824
ZNF366|167465,2.1598,4.386,2.3641,8.7719,60.4769,49.7159,24,7.6775,18.9582,18.8679
ZNF367|195828,203.0238,225.8772,33.0969,33.8346,51.8373,79.5455,84,132.4376,117.5411,117.4004
ZNF37A|7587,133.9093,92.1053,40.1891,36.3409,178.5509,183.2386,236,211.1324,79.6246,29.3501
ZNF37B|100129482,15.1188,21.9298,35.461,8.7719,187.1904,174.7159,112,59.501,11.3749,14.6751
ZNF382|84911,21.5983,6.5789,2.3641,6.2657,17.2791,12.7841,4,7.6775,11.3749,14.6751
ZNF383|163087,103.6717,111.8421,7.0922,11.2782,57.5971,45.4545,16,15.3551,90.9996,69.1824
ZNF384|171017,976.2419,1184.2105,664.3026,761.9048,2459.3941,2477.2727,2432,2608.4453,754.5381,769.392
ZNF385A|25946,2678.1857,3489.0351,3997.6359,4783.208,14151.5954,16298.2955,13524,16859.8848,3719.6076,5016.7715
ZNF385B|151126,987.041,1140.3509,0,0,11.5194,14.2045,32,51.8234,11.3749,2.0964
ZNF385D|79750,17.2786,41.6667,0,5.0125,20.159,26.9886,12,9.5969,26.5415,16.7715
ZNF389|651302,15.1188,8.7719,0,1.2531,5.7597,14.2045,16,1.9194,11.3749,2.0964
ZNF391|346157,23.7581,37.2807,0,1.2531,23.0388,15.625,4,3.8388,15.1666,8.3857
ZNF394|84124,429.8056,445.1754,784.87,780.7018,452.1369,393.4659,392,383.8772,724.2049,647.7987
ZNF395|55893,1844.4924,2234.6491,673.7589,719.2982,970.5103,1169.0341,1420,1616.1228,686.2884,691.8239
ZNF396|252884,19.4384,21.9298,4.7281,1.2531,2.8799,5.6818,0,1.9194,3.7916,8.3857
ZNF397OS|100101467,190.3456,214.9123,92.1986,95.2381,126.7135,123.5795,64,59.501,87.2079,81.761
ZNF397|84307,140.108,131.5789,75.6501,62.6566,43.1978,32.6705,24,34.5489,72.0413,58.7002
ZNF398|57541,285.0972,401.3158,373.5225,419.7995,403.1794,461.6477,380,525.9117,352.6233,392.0335
ZNF3|7551,414.2765,442.2368,711.3948,673.4837,460.7764,450.4545,758.08,571.977,447.4146,435.8281
ZNF404|342908,8.6393,8.7719,4.7281,2.5063,14.3993,4.2614,4,1.9194,0,4.1929
ZNF407|55628,75.594,98.6842,54.3735,63.9098,236.1479,213.0682,128,161.2284,49.2914,64.9895
ZNF408|79797,818.5745,971.4912,300.2364,364.6617,1094.344,1068.1818,744,775.4319,401.9148,530.3983
ZNF410|57862,1054.6004,1146.9298,3333.5934,2963.6591,610.5287,499.9858,650.2,563.8772,2767.9037,2180.2935
ZNF414|84330,561.5551,1002.193,278.9598,427.3183,817.8781,1181.8182,1700,3000,401.9148,716.9811
ZNF415|55786,369.3305,458.3333,23.6407,20.0501,0,8.5227,8,5.7582,34.1248,37.7358
ZNF416|55659,304.5356,410.0877,744.6809,695.4887,115.1941,116.4773,64,84.453,288.1653,255.7652
ZNF417|147687,169.6112,213.1579,13.8061,17.2807,49.6775,70.3693,39.44,27.62,21.9536,22.348
ZNF418|147686,10.7991,35.0877,0,0,8.6396,7.1023,0,0,3.7916,4.1929
ZNF419|79744,218.1425,302.6316,89.8345,112.6692,46.0776,65.3409,64.4,63.3397,94.7912,34.3187
ZNF41|7592,168.4665,184.2105,101.6548,122.807,135.3531,123.5795,164,120.9213,72.0413,69.1824
ZNF420|147923,69.1145,63.5965,7.0922,10.0251,8.6396,5.6818,8,17.2745,60.6664,46.1216
ZNF423|23090,103.6717,114.0351,42.5532,42.6065,236.1479,232.9545,168,163.1478,72.0413,69.1824
ZNF425|155054,28.0778,43.8596,40.1891,37.594,28.7985,17.0455,52,90.2111,34.1248,29.3501
ZNF426|79088,103.6717,146.9298,122.9314,110.2757,106.5545,98.0114,44,15.3551,257.8321,201.2579
ZNF428|126299,377.8186,438.3991,118.156,164.1228,241.2452,280.4688,391.12,446.737,231.2906,320.7128
ZNF429|353088,34.5572,39.4737,9.4563,0,8.6396,8.5227,8,5.7582,3.7916,8.3857
ZNF430|80264,88.5529,103.0702,217.4941,191.7293,86.3956,90.9091,168,138.1958,68.2497,52.4109
ZNF431|170959,71.2743,100.8772,200.9456,180.4511,190.0703,201.7045,108,103.6468,102.3745,104.8218
ZNF432|9668,110.1512,111.8421,30.7329,30.0752,34.5582,38.3523,36,19.1939,26.5415,16.7715
ZNF433|163059,36.7171,32.8947,4.7281,2.5063,25.9187,11.3636,4,3.8388,75.833,96.4361
ZNF434|54925,287.257,357.4561,541.3712,567.6692,452.1369,448.8636,328,332.0537,356.415,303.9832
ZNF436|80818,516.1987,513.1579,592.9551,559.7368,450.2649,486.7472,528,547.1977,291.957,232.2642
ZNF438|220929,164.1469,140.3509,101.6548,131.5789,178.5509,164.7727,124,145.8733,117.5411,117.4004
ZNF439|90594,181.4255,195.1754,14.1844,7.5188,14.3993,18.4659,28,5.7582,113.7495,62.8931
ZNF43|7594,43.1965,46.0526,11.8203,12.5313,40.3179,28.4091,12,5.7582,30.3332,44.0252
ZNF440|126070,424.3413,448.4649,446.8085,443.5088,190.0703,163.9631,152,151.6315,197.1657,108.26
ZNF441|126068,107.9914,122.807,96.9267,92.7318,40.3179,63.9205,36,19.1939,22.7499,35.6394
ZNF442|79973,25.9179,37.2807,18.9125,8.7719,5.7597,7.1023,0,1.9194,18.9582,16.7715
ZNF443|10224,108.3801,94.8026,25.2955,37.4311,29.8929,26.1648,38.52,30.9213,68.7805,25.9748
ZNF444|55311,889.8488,1166.6667,243.4988,345.8647,1543.601,1955.9659,616,811.9002,462.5812,725.3669
ZNF445|353274,168.4665,201.7544,73.2861,71.4286,190.0703,223.0114,136,147.7927,34.1248,39.8323
ZNF446|55663,146.3067,198.8816,48.5106,66.604,331.6438,424.0767,332,358.906,148.7843,186.499
ZNF449|203523,92.8726,105.2632,61.4657,80.7393,69.9804,68.4659,84,51.0365,35.2244,20.9644
ZNF44|51710,146.8683,164.4737,146.5721,114.0351,123.8337,142.0455,68,76.7754,83.4163,81.761
ZNF451|26036,257.149,296.0526,323.8771,364.2481,442.2302,435.1278,153.32,151.6315,275.6908,240.5241
ZNF454|285676,2.1598,8.7719,0,2.5063,8.6396,1.4205,0,0,0,0
ZNF45|7596,153.3477,179.8246,87.4704,125.3133,92.1553,115.0568,72,107.4856,128.9161,62.8931
ZNF460|10794,45.3564,54.8246,85.1064,92.7318,43.1978,48.2955,36,55.6622,34.1248,25.1572
ZNF461|92283,82.0734,111.8421,14.1844,10.0251,34.5582,31.25,4,0,53.0831,64.9895
ZNF462|58499,101.5119,182.0175,73.2861,68.9223,483.8152,477.2727,680,717.8503,94.7912,52.4109
ZNF467|168544,166.3067,252.193,165.4846,182.9574,653.7265,848.0114,84,80.6142,356.415,486.3732
ZNF468|90333,404.7732,527.5877,424.7045,419.7995,161.2717,133.5227,106.76,57.5816,427.3188,251.5723
ZNF469|84627,334.7732,429.8246,63.8298,82.7068,256.3069,303.9773,1136,1420.3455,98.5829,136.2683
ZNF470|388566,99.3521,111.8421,9.4563,8.7719,25.9187,18.4659,4,9.5969,7.5833,8.3857
ZNF471|57573,23.7581,41.6667,0,2.5063,20.159,14.2045,0,0,22.7499,8.3857
ZNF473|25888,468.6825,480.2632,323.8771,258.1454,264.9464,198.8636,228,170.8253,257.8321,238.9937
ZNF474|133923,388.7689,364.0351,7.0922,5.0125,20.159,15.625,408,408.8292,56.8747,58.7002
ZNF479|90827,2.1598,0,0,0,0,1.4205,0,0,0,0
ZNF480|147657,464.3629,572.3684,186.7612,194.2356,190.0703,223.0114,312,287.9079,147.8743,111.1111
ZNF483|158399,2.1598,2.193,0,0,0,2.8409,8,1.9194,7.5833,6.2893
ZNF484|83744,95.0324,81.1404,89.8345,121.5539,77.756,51.1364,60,24.952,106.1662,77.5681
ZNF485|220992,23.7581,39.4737,92.1986,104.01,20.159,35.5114,20,28.7908,72.0413,52.4109
ZNF486|90649,2.1598,2.193,2.3641,1.2531,5.7597,5.6818,0,1.9194,3.7916,4.1929
ZNF487|642819,10.7991,8.7719,28.3688,22.5564,25.9187,14.2045,28,17.2745,34.1248,25.1572
ZNF488|118738,10.7991,8.7719,4.7281,5.0125,178.5509,196.0227,4,1.9194,64.458,62.8931
ZNF48|197407,38.8769,67.9825,37.8251,53.8847,224.6285,257.1023,312,362.7639,121.3328,132.0755
ZNF490|57474,166.3067,217.1053,73.2861,50.1253,368.6211,343.75,224,153.5509,87.2079,54.5073
ZNF491|126069,10.7991,10.9649,2.3641,3.7594,2.8799,5.6818,0,3.8388,7.5833,10.4822
ZNF492|57615,2.1598,0,0,0,2.8799,1.4205,0,0,0,0
ZNF493|284443,25.9179,19.7368,2.3641,1.2531,34.5582,41.1932,16,19.1939,22.7499,31.4465
ZNF496|84838,127.4298,192.9825,146.5721,172.9323,443.4973,453.125,476,518.2342,181.9991,134.1719
ZNF497|162968,72.311,100.943,31.0402,31.015,36.7469,47.8693,91.32,64.6449,41.1773,26.5409
ZNF498|221785,220.3024,298.2456,186.7612,179.198,527.013,548.2955,328,305.1823,193.3741,184.4864
ZNF500|26048,41.0367,52.6316,104.0189,135.3383,339.8226,387.7841,384,474.0883,72.0413,98.5325
ZNF501|115560,138.2289,151.3158,18.9125,16.2907,14.3993,15.625,36,21.1132,37.9165,39.8323
ZNF502|91392,84.2333,92.1053,21.2766,12.5313,25.9187,25.5682,20,21.1132,64.458,39.8323
ZNF503|84858,1080.7559,1920.943,876.3593,1451.8421,2215.5282,3629.1051,2066.84,4152.1305,537.5421,1212.1174
ZNF506|440515,455.7235,442.9825,28.3688,22.5564,83.5157,95.1705,220,159.309,227.4989,165.6184
ZNF507|22847,341.2527,359.6491,75.6501,68.9223,230.3882,194.6023,216,142.0345,90.9996,90.1468
ZNF510|22869,131.7495,160.0877,238.7707,231.8296,155.512,169.0341,132,119.0019,216.124,165.6184
ZNF511|118472,872.635,966.4912,2931.773,3134.6617,697.8747,746.9744,748.92,803.5317,1452.2394,1672.9769
ZNF512B|57473,456.0475,544.057,54.3735,80.5514,1342.0113,1501.9318,1058.48,1233.4933,79.6246,134.1719
ZNF512|84450,252.6998,403.5088,134.7518,129.2356,486.6951,465.9091,696,535.5086,151.666,161.4256
ZNF513|130557,196.5443,212.7193,425.5319,433.584,1030.9872,1210.2273,632,677.5432,219.9156,278.826
ZNF514|84874,62.635,63.5965,26.0047,20.0501,71.9963,117.8977,56,63.3397,41.7081,25.1572
ZNF516|9658,99.3521,96.4912,224.5863,229.3233,515.4936,498.5795,412,332.0537,125.1244,125.7862
ZNF517|340385,95.0324,125,115.8392,160.401,262.0666,342.3295,156,243.762,34.1248,67.086
ZNF518A|9849,90.7127,109.6491,106.383,100.2506,158.3919,142.0455,208,184.261,87.2079,50.3145
ZNF518B|85460,431.9654,464.9123,16.5485,10.0251,302.3845,254.2614,424,332.0537,102.3745,136.2683
ZNF519|162655,28.0778,39.4737,4.7281,10.0251,8.6396,8.5227,16,19.1939,11.3749,6.2893
ZNF521|25925,127.4298,138.1579,61.4657,47.619,115.1941,112.2159,92,105.5662,117.5411,106.9182
ZNF524|147807,561.5551,671.0526,789.5981,1058.8972,351.342,410.5114,564,631.4779,686.2884,989.5178
ZNF525|170958,196.5443,260.9649,7.1631,2.5063,66.2366,42.6136,8,0,60.6664,58.7002
ZNF526|116115,442.7646,585.5263,330.9693,426.0652,538.5324,640.625,512,704.4146,276.7904,360.587
ZNF527|84503,60.4752,92.1053,40.1891,26.3158,11.5194,17.0455,28,15.3551,41.7081,27.2537
ZNF528|84436,263.4989,285.0877,11.8203,16.2907,25.9187,28.4091,152,124.7601,7.5833,12.5786
ZNF529|57711,155.5076,160.0877,118.2033,103.7845,95.0351,75.2841,72,78.6948,121.3328,60.7966
ZNF530|348327,110.1512,127.193,111.1111,105.2005,60.4769,38.3523,20,17.2745,75.833,75.4717
ZNF532|55205,792.6566,947.3684,557.9196,560.1504,1370.8098,1417.6136,1420,1161.2284,386.7482,312.369
ZNF534|147658,0,8.7719,4.7281,7.5188,2.8799,0,4,3.8388,7.5833,0
ZNF536|9745,0,6.5789,0,0,0,1.4205,0,1.9194,3.7916,0
ZNF540|163255,21.5983,24.1228,2.3641,2.5063,8.6396,15.625,0,1.9194,7.5833,10.4822
ZNF541|84215,10.7991,19.7368,7.0922,3.7594,2.8799,5.6818,0,1.9194,7.5833,6.2893
ZNF542|147947,382.2894,414.4737,66.1939,67.6692,66.2366,36.9318,20,9.5969,117.5411,62.8931
ZNF543|125919,84.2333,89.9123,59.1017,37.594,92.1553,76.7045,102.48,65.2591,26.5415,33.543
ZNF544|27300,897.7754,949.1447,841.5603,880.4637,386.6202,404.5881,88,128.5988,701.455,530.3983
ZNF546|339327,10.7991,15.3509,7.0922,2.5063,8.6396,14.2045,4,7.6775,26.5415,4.1929
ZNF547|284306,82.6566,116.9737,75.5556,52.4687,12.3834,17.8977,31.36,25.0288,45.6135,50.8595
